63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0.001
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
63,-1-1,-1-1,-999,0
